;;;;;;;INDICE;
;;;;;;;;
;;;;;;;;
ENCUESTA DE SUPERFICIE Y PRODUCCIÓN AGROPECUARIA CONTINUA 2015;;;;;;;;
TABLA 35. SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;
MAÍZ DURO SECO (Grano seco);;;;;;;;
;;;;;;;;
REGIÓN Y PROVINCIA;;SUPERFICIE (Has.);;"PRODUCCIÓN 
(Tm.)";"VENTAS 
(Tm.)";;;
;;Sembrada;Cosechada;;;;;
;;;;;;;;
TOTAL NACIONAL;; 439.153 ; 419.427 ; 1.873.525 ; 1.794.015 ;;;
;;;;;;;;
REGIÓN SIERRA;; 52.467 ; 49.445 ; 187.011 ; 158.797 ;;;
REGIÓN COSTA;; 359.431 ; 343.562 ; 1.615.162 ; 1.568.331 ;;;
REGIÓN ORIENTAL;; 16.049 ; 15.308 ; 26.271 ; 22.741 ;;;
ZONAS NO DELIMITADAS;; 11.207 ; 11.113 ; 45.081 ; 44.147 ;;;
;;;;;;;;
REGIÓN SIERRA;;;;;;;;
;;;;;;;;
AZUAY;Solo; 1.150 ; 1.138 ; 2.390 ; 1.881 ;;;
;Asociado; 629 ; 603 ; 652 ; 78 ;;;
BOLÍVAR;Solo; 972 ; 972 ; 2.362 ; 2.294 ;;;
;Asociado; 148 ; 120 ; 282 ; 227 ;;;
CAÑAR;Solo; 115 ; 105 ; 89 ; 50 ;;;
;Asociado; 72 ; 72 ; 52 ; . ;;;
CARCHI;Solo; 378 ; 371 ; 759 ; 635 ;;;
;Asociado; . ; . ; . ; . ;;;
COTOPAXI;Solo; 1.591 ; 1.591 ; 3.250 ; 2.202 ;;;
;Asociado; . ; . ; . ; . ;;;
CHIMBORAZO;Solo; 1.207 ; 842 ; 1.063 ; 806 ;;;
;Asociado; 124 ; 124 ; 155 ; 83 ;;;
IMBABURA;Solo; 988 ; 943 ; 1.577 ; 1.214 ;;;
;Asociado; 95 ; 95 ; 82 ; 33 ;;;
LOJA;Solo; 40.685 ; 38.674 ; 160.683 ; 137.111 ;;;
;Asociado; 801 ; 693 ; 759 ; 438 ;;;
PICHINCHA;Solo; 241 ; 202 ; 352 ; 196 ;;;
;Asociado; 8 ; 8 ; 6 ; . ;;;
TUNGURAHUA;Solo; . ; . ; . ; . ;;;
;Asociado; 21 ; 14 ; 19 ; 11 ;;;
SANTO DOMINGO DE LOS TSÁCHILAS;Solo; 3.107 ; 2.743 ; 12.283 ; 11.423 ;;;
;Asociado; 136 ; 136 ; 198 ; 115 ;;;
;;;;;;;;
REGIÓN COSTA;;;;;;;;
;;;;;;;;
EL ORO;Solo; 319 ; 291 ; 794 ; 606 ;;;
;Asociado; 57 ; 56 ; 130 ; 100 ;;;
ESMERALDAS;Solo; 1.593 ; 1.572 ; 2.195 ; 1.475 ;;;
;Asociado; 2 ; 2 ; 2 ; . ;;;
GUAYAS;Solo; 65.398 ; 61.463 ; 296.496 ; 288.070 ;;;
;Asociado; 1.010 ; 920 ; 2.314 ; 2.149 ;;;
LOS RÍOS;Solo; 177.933 ; 174.910 ; 890.165 ; 877.478 ;;;
;Asociado; 12.893 ; 12.659 ; 70.532 ; 70.134 ;;;
MANABÍ;Solo; 93.135 ; 84.972 ; 323.194 ; 299.912 ;;;
;Asociado; 3.454 ; 3.265 ; 11.527 ; 10.643 ;;;
SANTA ELENA;Solo; 3.544 ; 3.360 ; 17.309 ; 17.262 ;;;
;Asociado; 92 ; 92 ; 504 ; 504 ;;;
;;;;;;;;
REGIÓN ORIENTAL;;;;;;;;
;;;;;;;;
MORONA SANTIAGO;Solo; 794 ; 695 ; 805 ; 518 ;;;
;Asociado; 279 ; 216 ; 200 ; 128 ;;;
NAPO;Solo; 130 ; 130 ; 178 ; 155 ;;;
;Asociado; 25 ; 25 ; 43 ; 25 ;;;
ORELLANA;Solo; 6.680 ; 6.177 ; 15.659 ; 14.319 ;;;
;Asociado; 1 ; 1 ; 0 ; 0 ;;;
PASTAZA;Solo; 14 ; 14 ; 11 ; . ;;;
;Asociado; 29 ; 29 ; 25 ; . ;;;
SUCUMBÍOS;Solo; 7.727 ; 7.652 ; 8.969 ; 7.378 ;;;
;Asociado; 254 ; 254 ; 286 ; 188 ;;;
ZAMORA CHINCHIPE;Solo; 115 ; 115 ; 95 ; 29 ;;;
;Asociado; . ; . ; . ; . ;;;
ZONAS NO DELIMITADAS;Solo; 8.834 ; 8.741 ; 37.473 ; 36.843 ;;;
;Asociado; 2.372 ; 2.372 ; 7.607 ; 7.303 ;;;
;;;;;;;;
;;;;;;;;
Fuente: INEC 2015;;;;;;;;
