;;;;;;;INDICE;;
;;;;;;;;;
ENCUESTA DE SUPERFICIE Y PRODUCCIÓN AGROPECUARIA CONTINUA 2015;;;;;;;;;
TABLA 30. SUPERFICIE, PRODUCCIÓN Y VENTAS, SEGÚN REGIÓN Y PROVINCIA;;;;;;;;;
FRÉJO SECO (Grano seco);;;;;;;;;
;;;;;;;;;
REGIÓN Y PROVINCIA;;SUPERFICIE (Has.);;"PRODUCCIÓN 
(Tm.)";"VENTAS 
(Tm.)";;;;
;;Sembrada;Cosechada;;;;;;
;;;;;;;;;
TOTAL NACIONAL;; 31.112 ; 26.121 ; 12.878 ; 8.711 ;;;;
;;;;;;;;;
REGIÓN SIERRA;; 24.717 ; 20.146 ; 10.119 ; 6.221 ;;;;
REGIÓN COSTA;; 6.351 ; 5.958 ; 2.751 ; 2.489 ;;;;
REGIÓN ORIENTAL;; 44 ; 18 ; 8 ; . ;;;;
ZONAS NO DELIMITADAS;; . ; . ; . ; . ;;;;
;;;;;;;;;
REGIÓN SIERRA;;;;;;;;;
;;;;;;;;;
AZUAY;Solo; 132 ; 106 ; 41 ; 19 ;;;;
;Asociado; 6.526 ; 4.893 ; 1.895 ; 280 ;;;;
BOLÍVAR;Solo; 3.382 ; 3.177 ; 2.102 ; 1.953 ;;;;
;Asociado; 1.232 ; 635 ; 648 ; 593 ;;;;
CAÑAR;Solo; 104 ; 91 ; 40 ; 6 ;;;;
;Asociado; 2.193 ; 1.891 ; 606 ; 239 ;;;;
CARCHI;Solo; 1.796 ; 1.597 ; 1.106 ; 932 ;;;;
;Asociado; . ; . ; . ; . ;;;;
COTOPAXI;Solo; 380 ; 300 ; 193 ; 133 ;;;;
;Asociado; 653 ; 472 ; 223 ; 158 ;;;;
CHIMBORAZO;Solo; 2.200 ; 1.822 ; 948 ; 755 ;;;;
;Asociado; 227 ; 227 ; 79 ; 32 ;;;;
IMBABURA;Solo; 1.054 ; 1.005 ; 756 ; 668 ;;;;
;Asociado; 2.019 ; 1.658 ; 690 ; 263 ;;;;
LOJA;Solo; 43 ; 40 ; 11 ; . ;;;;
;Asociado; 2.542 ; 2.022 ; 629 ; 77 ;;;;
PICHINCHA;Solo; 129 ; 129 ; 116 ; 107 ;;;;
;Asociado; 89 ; 65 ; 25 ; . ;;;;
TUNGURAHUA;Solo; 4 ; 4 ; 3 ; . ;;;;
;Asociado; 12 ; 12 ; 7 ; 5 ;;;;
SANTO DOMINGO DE LOS TSÁCHILAS;Solo; . ; . ; . ; . ;;;;
;Asociado; . ; . ; . ; . ;;;;
;;;;;;;;;
REGIÓN COSTA;;;;;;;;;
;;;;;;;;;
EL ORO;Solo; . ; . ; . ; . ;;;;
;Asociado; 236 ; 223 ; 111 ; . ;;;;
ESMERALDAS;Solo; . ; . ; . ; . ;;;;
;Asociado; . ; . ; . ; . ;;;;
GUAYAS;Solo; 197 ; 197 ; 226 ; 225 ;;;;
;Asociado; 378 ; 324 ; 359 ; 351 ;;;;
LOS RÍOS;Solo; 1.065 ; 1.011 ; 554 ; 548 ;;;;
;Asociado; 3.945 ; 3.724 ; 1.310 ; 1.290 ;;;;
MANABÍ;Solo; 62 ; 53 ; 29 ; . ;;;;
;Asociado; 468 ; 426 ; 161 ; 75 ;;;;
SANTA ELENA;Solo; . ; . ; . ; . ;;;;
;Asociado; . ; . ; . ; . ;;;;
;;;;;;;;;
REGIÓN ORIENTAL;;;;;;;;;
;;;;;;;;;
MORONA SANTIAGO;Solo; 6 ; 6 ; 2 ; . ;;;;
;Asociado; 32 ; 6 ; 3 ; . ;;;;
NAPO;Solo; 1 ; 1 ; 0 ; . ;;;;
;Asociado; . ; . ; . ; . ;;;;
ORELLANA;Solo; . ; . ; . ; . ;;;;
;Asociado; . ; . ; . ; . ;;;;
PASTAZA;Solo; . ; . ; . ; . ;;;;
;Asociado; . ; . ; . ; . ;;;;
SUCUMBÍOS;Solo; . ; . ; . ; . ;;;;
;Asociado; 5 ; 5 ; 3 ; . ;;;;
ZAMORA CHINCHIPE;Solo; . ; . ; . ; . ;;;;
;Asociado; . ; . ; . ; . ;;;;
ZONAS NO DELIMITADAS;Solo; . ; . ; . ; . ;;;;
;Asociado; . ; . ; . ; . ;;;;
;;;;;;;;;
Fuente: INEC 2015;;;;;;;;;
